shipment_id,order_date,warehouse_id,warehouse_city,store_id,store_city,distance_km,weight_kg,transport_mode,planned_cost_inr,actual_cost_inr,promised_delivery_hrs,actual_delivery_hrs,on_time_flag
SHP103442,2024-08-21,WH-JBP,Jabalpur,ST-033,Indore,714.1,339.0,Mini Truck,19324.69,20975.63,28.0,39.9,0
SHP104868,07/12/2024,WH-BPL,Bhopal,ST-025,Mandsaur,434.2,200.3,Mini Truck,12169.92,12728.76,16.7,26.5,0
SHP100884,2024-10-14,WH-IND,Indore,ST-024,Vidisha,207.2,479.5,Mini Truck,5588.29,6161.7,10.6,8.5,1
SHP101644,23-08-2024,WH-BPL,Bhopal,ST-003,Jabalpur,393.6,699.8,LCV,16069.01,17805.16,14.7,16.5,0
SHP103077,23/10/2024,WH-GWL,Gwalior,ST-028,Ujjain,569.8,779.9,LCV,23031.84,25403.15,20.3,22.8,0
SHP106427,09/05/2024,WH-BPL,Bhopal,ST-027,Chhindwara,405.2,340.1,Mini Truck,10113.11,10743.16,17.6,20.9,0
SHP101743,2024-07-10,WH-IND,Indore,ST-004,Jabalpur,221.2,190.3,LCV,7779.94,8198.02,12.9,16.5,0
SHP107939,02-08-2024,WH-JBP,Jabalpur,ST-006,Burhanpur,347.0,749.2,Medium Truck,19303.73,20733.42,16.7,18.4,0
SHP101563,2024-12-16,WH-BPL,Bhopal,ST-032,Mandsaur,371.1,169.9,LCV,13215.91,13943.57,17.4,19.7,0
SHP101985,21-05-2024,WH-BPL,Bhopal,ST-039,Indore,123.9,116.1,LCV,5246.23,5264.72,7.8,11.5,0
SHP100766,19-04-2024,WH-BPL,Bhopal,ST-004,Jabalpur,210.6,,LCV,8106.39,8365.38,11.5,16.9,0
SHP101085,02-11-2024,WH-GWL,Gwalior,ST-017,Khandwa,710.1,248.6,Mini Truck,17940.24,18249.97,26.6,33.5,0
SHP106495,14-07-2024,WH-JBP,Jabalpur,ST-006,burhanpur,361.7,238.3,LCV,12694.49,13183.23,16.6,14.3,1
SHP103317,30/09/2024,WH-JBP,Jabalpur,ST-015,Jabalpur,320.7,480.4,Medium Truck,20310.33,21603.56,13.1,20.0,0
SHP103921,09/08/2024,WH-BPL,Bhopal,ST-022,Bhopal,430.6,371.1,Medium Truck,22744.02,25164.22,18.4,26.8,0
SHP104201,21/04/2024,WH-JBP,Jabalpur,ST-013,Khandwa,198.9,186.3,LCV,7020.54,7277.06,11.4,16.4,0
SHP102918,25-10-2024,WH-IND,Indore,ST-018,Satna,396.7,102.9,Mini Truck,10608.48,11633.35,15.1,15.6,1
SHP102690,09-01-2025,WH-GWL,GWALIOR,ST-011,Bhopal,198.4,598.9,Medium Truck,10828.21,12021.8,8.6,12.9,0
SHP100100,2024-10-08,WH-JBP,Jabalpur,ST-025,Mandsaur,751.1,633.0,Mini Truck,19682.58,20397.38,28.2,44.0,0
SHP106792,27-05-2024,WH-GWL,Gwalior,ST-027,Chhindwara,595.6,266.5,Mini Truck,14807.0,15227.81,23.2,33.6,0
SHP104495,13-12-2024,WH-GWL,Gwalior,ST-034,Satna,310.4,203.7,Medium Truck,21316.04,21808.27,15.2,14.2,1
SHP105835,2024-11-09,WH-BPL,Bhopal,ST-019,Jabalpur,295.5,474.6,Mini Truck,7778.17,8309.01,13.8,20.2,0
SHP104011,18-08-2024,WH-GWL,Gwalior,ST-039,Indore,300.8,1371.9,Medium Truck,15946.85,17294.46,13.0,18.6,0
SHP106845,01-01-2025,WH-GWL,Gwalior,ST-037,Gwalior,300.3,75.2,Mini Truck,8139.31,8171.46,13.1,20.9,0
SHP107711,05-11-2024,WH-JBP,Jabalpur,ST-040,Gwalior,408.1,57.1,Medium Truck,25205.2,25304.91,17.9,20.7,0
SHP104791,2025-01-01,WH-IND,Indore,ST-031,Jabalpur,268.1,373.5,Medium Truck,14092.84,15554.87,12.0,10.5,1
SHP101664,2024-11-14,WH-IND,Indore,ST-015,Jabalpur,623.2,425.1,Medium Truck,39812.05,42721.67,24.1,21.2,1
SHP102380,07-08-2024,WH-IND,Indore,ST-032,Mandsaur,578.8,148.9,Mini Truck,12646.72,13478.82,20.9,27.2,0
SHP100792,2024-09-02,WH-JBP,Jabalpur,ST-030,Sagar,493.4,486.0,LCV,16869.07,17347.63,18.0,27.1,0
SHP101874,2024-08-04,WH-GWL,Gwalior,ST-007,Indore,409.3,1199.2,Medium Truck,27305.57,27320.07,16.7,24.2,0
SHP104314,2024-08-12,WH-IND,Indore,ST-030,Sagar,364.2,228.5,LCV,14391.05,15101.35,14.1,14.5,1
SHP105283,24-07-2024,WH-JBP,Jabalpur,ST-029,Bhopal,747.0,445.8,Mini Truck,18286.02,20081.96,28.9,23.3,1
SHP103132,2024-12-05,WH-BPL,Bhopal,ST-022,Bhopal,434.5,832.6,LCV,16867.65,18186.54,19.5,17.4,1
SHP101707,01-08-2024,WH-IND,Indore,ST-011,Bhopal,354.0,565.0,Medium Truck,20775.47,21788.25,14.3,12.7,1
SHP104390,2024-07-13,WH-JBP,Jabalpur,ST-022,Bhopal,798.8,1161.9,LCV,28409.95,31109.55,29.9,45.6,0
SHP107520,2024-07-29,WH-IND,Indore,ST-012,Chhindwara,241.0,992.9,LCV,9174.03,9512.06,11.4,10.6,1
SHP103065,2024-04-07,WH-JBP,Jabalpur,ST-010,Khandwa,453.3,293.8,LCV,15988.96,16949.77,18.8,16.8,1
SHP101330,2024-11-09,WH-GWL,Gwalior,ST-026,Satna,236.8,427.8,LCV,9407.9,10292.08,12.5,11.2,1
SHP101084,15-01-2025,WH-JBP,Jabalpur,ST-029,Bhopal,742.0,417.6,Mini Truck,20022.33,20153.4,25.4,27.8,0
SHP103324,11/01/2025,WH-JBP,Jabalpur,ST-009,Vidisha,564.1,701.6,LCV,20149.01,21052.74,22.9,22.8,1
SHP100373,10/09/2024,WH-JBP,Jabalpur,ST-008,Burhanpur,680.6,322.8,Mini Truck,15292.48,16670.44,26.1,29.1,0
SHP107130,24/10/2024,WH-BPL,Bhopal,ST-034,Satna,309.9,656.3,Medium Truck,19516.2,19697.14,13.6,16.1,0
SHP103834,2024-09-28,WH-IND,Indore,ST-030,Sagar,375.8,127.5,LCV,13060.56,13854.87,15.9,23.9,0
SHP103369,2024-09-20,WH-JBP,Jabalpur,ST-001,Gwalior,641.2,326.2,Medium Truck,38578.34,39541.75,23.2,30.4,0
SHP102833,2024-09-08,WH-BPL,Bhopal,ST-039,Indore,124.5,356.3,LCV,4439.81,4917.12,8.8,11.8,0
SHP106308,09-11-2024,WH-IND,Indore,ST-014,Bhopal,447.3,509.3,LCV,16542.02,16765.5,16.5,25.8,0
SHP104284,04-10-2024,WH-IND,Indore,ST-029,Bhopal,415.7,841.7,LCV,15737.65,16107.62,18.9,23.9,0
SHP107014,14-05-2024,WH-GWL,Gwalior,ST-025,Mandsaur,826.6,62.6,Medium Truck,48692.51,52550.94,31.0,38.9,0
SHP104635,14-06-2024,WH-JBP,JABALPUR,ST-027,Chhindwara,89.6,790.4,Medium Truck,5221.29,5379.34,8.6,12.9,0
SHP102079,2024-10-06,WH-GWL,Gwalior,ST-012,Chhindwara,805.4,237.4,Mini Truck,22331.64,23140.7,28.2,36.8,0
SHP104724,11-06-2024,WH-GWL,GWALIOR,ST-019,Jabalpur,478.2,389.9,LCV,20864.72,21080.35,18.9,19.6,1
SHP107686,03-05-2024,WH-IND,Indore,ST-015,Jabalpur,599.0,261.0,Medium Truck,38397.08,40689.29,22.8,29.4,0
SHP100555,14-11-2024,WH-IND,INDORE,ST-034,Satna,343.1,368.5,Medium Truck,22682.6,22845.21,13.1,17.7,0
SHP101674,02-06-2024,WH-IND,Indore,ST-026,satna,320.9,211.9,Mini Truck,9152.29,9209.74,15.0,23.7,0
SHP100011,2024-04-02,WH-JBP,Jabalpur,ST-033,Indore,692.7,419.4,Mini Truck,15525.2,16253.89,25.3,25.8,1
SHP107549,10-10-2024,WH-BPL,Bhopal,ST-023,Vidisha,358.0,197.3,LCV,14950.57,16425.69,15.0,19.0,0
SHP104229,18/10/2024,WH-JBP,Jabalpur,ST-037,Gwalior,649.4,799.1,Medium Truck,33348.6,36574.14,25.1,22.3,1
SHP106113,10/09/2024,WH-BPL,Bhopal,ST-015,Jabalpur,447.5,435.7,Medium Truck,23440.82,24702.06,19.5,19.2,1
SHP105850,10/06/2024,WH-JBP,Jabalpur,ST-019,Jabalpur,610.3,270.6,Medium Truck,36856.43,37154.58,24.9,30.2,0
SHP103295,2024-12-17,WH-GWL,Gwalior,ST-022,Bhopal,840.3,577.0,Mini Truck,22467.38,23849.41,32.0,36.7,0
SHP106027,06/07/2024,WH-JBP,Jabalpur,ST-006,burhanpur,335.8,257.7,LCV,13910.0,14790.44,14.0,14.0,1
SHP100111,27-11-2024,WH-BPL,BHOPAL,ST-014,Bhopal,268.4,469.2,Mini Truck,5759.9,6217.19,12.4,18.7,0
SHP103609,27-12-2024,WH-GWL,Gwalior,ST-026,Satna,227.7,947.7,Medium Truck,12517.73,12922.98,11.4,10.8,1
SHP102319,2024-08-31,WH-JBP,Jabalpur,ST-020,Ratlam,505.3,228.2,Medium Truck,31707.32,32356.75,19.9,22.3,0
SHP101430,2024-04-26,WH-BPL,Bhopal,ST-011,bhopal,209.4,,Medium Truck,11410.87,12272.64,10.9,13.5,0
SHP106789,2024-08-04,WH-IND,Indore,ST-020,Ratlam,201.0,318.7,LCV,7495.05,8075.37,11.2,16.1,0
SHP100467,12-01-2025,WH-JBP,Jabalpur,ST-033,Indore,707.3,356.6,LCV,30386.09,32536.16,26.8,24.3,1
SHP108069,14/08/2024,WH-IND,INDORE,ST-020,Ratlam,181.8,727.3,LCV,7277.92,7691.59,9.4,14.2,0
SHP103506,2024-08-02,WH-GWL,GWALIOR,ST-020,Ratlam,734.8,807.8,Medium Truck,48706.53,49826.81,25.3,40.3,0
SHP102044,10-12-2024,WH-JBP,Jabalpur,ST-012,Chhindwara,595.2,485.0,Mini Truck,15045.27,15512.07,22.5,22.5,1
SHP100006,22-01-2025,WH-GWL,Gwalior,ST-036,Satna,99.8,233.3,LCV,3486.94,3679.45,6.3,9.9,0
SHP102327,08-01-2025,WH-GWL,Gwalior,ST-015,Jabalpur,201.2,472.7,LCV,8608.29,8633.98,9.2,12.2,0
SHP100845,01/10/2024,WH-IND,Indore,ST-012,Chhindwara,243.1,1439.5,LCV,8541.47,8984.49,10.4,16.1,0
SHP103853,09/05/2024,WH-BPL,BHOPAL,ST-019,Jabalpur,307.0,396.4,LCV,12825.86,13573.26,14.5,16.9,0
SHP103189,2025-01-10,WH-IND,Indore,ST-009,Vidisha,240.8,290.1,LCV,9550.38,,13.5,12.8,1
SHP103260,22/12/2024,WH-GWL,Gwalior,ST-015,Jabalpur,192.2,256.9,LCV,7506.14,7744.99,10.4,12.0,0
SHP100558,2024-04-23,WH-GWL,Gwalior,ST-014,Bhopal,263.6,52.6,Mini Truck,7251.93,7258.84,11.4,14.8,0
SHP107484,08-04-2024,WH-GWL,Gwalior,ST-021,Ratlam,261.4,539.0,Mini Truck,5796.17,6246.75,10.6,9.9,1
SHP100658,11-07-2024,WH-BPL,Bhopal,ST-028,Ujjain,353.9,202.1,Medium Truck,22980.45,23011.82,16.4,20.5,0
SHP100906,2024-10-29,WH-GWL,Gwalior,ST-007,Indore,429.0,367.1,LCV,15492.95,16509.45,18.7,26.5,0
SHP102677,09-04-2024,WH-JBP,Jabalpur,ST-023,Vidisha,762.8,512.6,LCV,29424.9,30630.2,29.7,33.5,0
SHP103287,21/08/2024,WH-BPL,Bhopal,ST-038,Dewas,307.2,563.7,Mini Truck,8414.15,8519.8,15.6,21.3,0
SHP107539,27/11/2024,WH-BPL,Bhopal,ST-039,Indore,112.7,183.1,Mini Truck,3091.75,3191.24,7.9,12.1,0
SHP103432,2024-05-11,WH-JBP,Jabalpur,ST-015,Jabalpur,363.3,217.7,Medium Truck,24772.81,25483.27,16.9,20.0,0
SHP107991,11/06/2024,WH-JBP,Jabalpur,ST-011,Bhopal,365.2,86.6,Mini Truck,8117.87,8982.47,16.7,25.6,0
SHP108028,25/10/2024,WH-BPL,Bhopal,ST-011,Bhopal,234.7,213.4,LCV,7890.86,8433.21,11.9,13.8,0
SHP105936,12-09-2024,WH-GWL,Gwalior,ST-026,satna,251.6,354.8,Mini Truck,6918.55,7341.12,13.7,15.3,0
SHP100533,07-10-2024,WH-BPL,Bhopal,ST-025,Mandsaur,427.1,320.1,Mini Truck,10372.32,10778.45,16.2,18.9,0
SHP106827,2024-11-30,WH-IND,Indore,ST-024,Vidisha,226.6,558.7,Mini Truck,5660.71,5717.83,9.6,13.2,0
SHP105782,14-04-2024,WH-JBP,Jabalpur,ST-019,jabalpur,614.9,565.9,Mini Truck,16472.8,17801.63,22.7,27.9,0
SHP104185,29-04-2024,WH-JBP,Jabalpur,ST-024,Vidisha,399.4,96.0,Mini Truck,9195.78,9336.28,16.1,21.4,0
SHP106776,02-12-2024,WH-JBP,Jabalpur,ST-016,chhindwara,263.1,533.2,Medium Truck,15511.91,17051.46,12.2,12.9,0
SHP102702,11/06/2024,WH-IND,Indore,ST-015,Jabalpur,655.7,634.6,LCV,22365.46,24584.78,23.4,24.2,1
SHP100327,29/04/2024,WH-IND,Indore,ST-039,Indore,260.2,599.0,Mini Truck,6659.5,7301.65,12.4,10.7,1
SHP106482,2024-08-24,WH-IND,Indore,ST-035,Rewa,144.9,319.1,Medium Truck,9130.65,9169.83,9.0,7.9,1
SHP102433,17/09/2024,WH-BPL,Bhopal,ST-022,Bhopal,455.1,674.6,LCV,18395.73,19257.02,18.1,20.9,0
SHP103969,26/01/2025,WH-GWL,Gwalior,ST-012,Chhindwara,792.5,720.6,Medium Truck,45164.53,45395.09,30.2,31.4,1
SHP103471,28-04-2024,WH-IND,Indore,ST-030,Sagar,394.3,371.5,Medium Truck,26512.92,27506.98,16.0,21.1,0
SHP105162,2025-01-01,WH-GWL,Gwalior,ST-026,Satna,229.4,247.9,Medium Truck,13785.79,15121.82,13.1,14.8,0
SHP107578,17/07/2024,WH-GWL,Gwalior,ST-003,Jabalpur,629.5,359.6,LCV,21602.47,23829.46,24.3,36.9,0
SHP100919,12-09-2024,WH-IND,Indore,ST-001,Gwalior,284.7,592.4,Medium Truck,15991.59,16841.58,11.1,9.6,1
SHP100747,2024-12-09,WH-GWL,Gwalior,ST-012,Chhindwara,785.7,483.8,Medium Truck,46375.81,47110.42,29.6,29.2,1
SHP100689,14-12-2024,WH-GWL,Gwalior,ST-023,Vidisha,636.1,268.6,Medium Truck,32558.4,35979.57,23.6,21.7,1
SHP106298,06-09-2024,WH-BPL,Bhopal,ST-010,Khandwa,344.0,117.8,Medium Truck,21388.39,23322.34,14.4,13.5,1
SHP105169,17/01/2025,WH-IND,Indore,ST-017,Khandwa,172.7,85.1,Medium Truck,10023.1,10988.12,10.1,9.4,1
SHP107673,2024-06-30,WH-JBP,Jabalpur,ST-026,Satna,444.0,203.7,Medium Truck,29312.9,,19.2,29.2,0
SHP103359,27-11-2024,WH-JBP,Jabalpur,ST-024,Vidisha,434.4,84.8,Medium Truck,27863.89,29813.42,17.9,19.1,0
SHP101023,01/07/2024,WH-IND,Indore,ST-001,Gwalior,308.7,304.7,Mini Truck,8360.93,8769.05,14.8,23.0,0
SHP104530,02/09/2024,WH-IND,Indore,ST-001,Gwalior,306.9,79.9,Mini Truck,8127.78,8878.53,14.0,20.2,0
SHP100899,2024-08-28,WH-JBP,Jabalpur,ST-012,Chhindwara,594.0,610.9,Mini Truck,16913.88,17399.0,20.8,23.0,0
SHP107945,21/12/2024,WH-IND,Indore,ST-036,Satna,674.2,296.3,Medium Truck,46164.39,47690.88,26.1,35.6,0
SHP101004,03/01/2025,WH-BPL,Bhopal,ST-015,Jabalpur,459.5,356.7,Mini Truck,11170.85,12012.85,17.0,14.9,1
SHP105667,30/09/2024,WH-GWL,Gwalior,ST-027,Chhindwara,567.2,294.9,LCV,23793.81,25090.33,22.1,22.1,1
SHP105494,2024-09-01,WH-BPL,Bhopal,ST-009,Vidisha,332.4,186.8,LCV,12959.91,14393.84,15.7,22.4,0
SHP100436,14-11-2024,WH-IND,Indore,ST-021,Ratlam,529.9,366.9,LCV,20003.49,20294.16,21.0,22.0,1
SHP104277,2024-09-17,WH-JBP,JABALPUR,ST-026,Satna,474.8,807.7,LCV,21118.44,21818.44,20.5,17.5,1
SHP107280,2024-07-30,WH-JBP,Jabalpur,ST-032,Mandsaur,86.0,772.2,LCV,2954.56,3065.26,7.3,8.3,0
SHP101886,20-07-2024,WH-JBP,Jabalpur,ST-010,Khandwa,394.0,386.4,Medium Truck,26762.94,27368.9,16.9,14.9,1
SHP101296,2024-11-25,WH-JBP,Jabalpur,ST-009,Vidisha,542.2,456.1,LCV,18687.61,20398.87,19.8,26.8,0
SHP104276,20/08/2024,WH-IND,Indore,ST-008,Burhanpur,104.5,549.3,LCV,4201.98,4205.64,7.3,9.6,0
SHP103586,07/07/2024,WH-GWL,Gwalior,ST-022,Bhopal,725.5,511.4,LCV,26208.13,27086.37,26.7,21.8,1
SHP101706,14-10-2024,WH-BPL,Bhopal,ST-033,Indore,375.7,918.3,LCV,15384.87,16963.06,15.6,18.5,0
SHP105517,03-04-2024,WH-IND,Indore,ST-002,Ratlam,228.1,581.8,Mini Truck,5586.43,6186.14,11.6,18.2,0
SHP104050,2024-04-01,WH-JBP,Jabalpur,ST-040,Gwalior,412.7,98.5,Medium Truck,26165.83,28960.7,16.1,16.5,1
SHP107104,18/08/2024,WH-GWL,Gwalior,ST-029,Bhopal,428.9,113.0,Medium Truck,22683.59,23898.74,17.9,23.9,0
SHP102651,22-04-2024,WH-JBP,Jabalpur,ST-032,Mandsaur,77.9,295.8,LCV,2738.05,2831.29,7.9,11.2,0
SHP107185,02-09-2024,WH-IND,Indore,ST-011,Bhopal,345.2,299.7,Medium Truck,18627.98,20497.9,15.6,18.4,0
SHP104181,05-01-2025,WH-GWL,Gwalior,ST-003,jabalpur,558.5,115.8,Medium Truck,31136.51,32342.94,20.5,19.2,1
SHP107568,2024-10-07,WH-BPL,BHOPAL,ST-012,Chhindwara,345.6,358.6,Medium Truck,19024.56,19827.92,16.4,22.7,0
SHP104475,27/10/2024,WH-IND,Indore,ST-027,chhindwara,635.2,124.2,Medium Truck,38139.73,38659.84,24.2,34.3,0
SHP104966,20/10/2024,WH-JBP,Jabalpur,ST-009,vidisha,556.6,299.2,LCV,22408.39,23354.05,21.4,28.0,0
SHP108067,30-11-2024,WH-GWL,Gwalior,ST-037,Gwalior,268.9,183.7,Medium Truck,15301.27,16633.01,12.8,10.6,1
SHP108063,2024-07-29,WH-BPL,Bhopal,ST-023,Vidisha,358.6,245.8,Medium Truck,19395.81,20371.17,14.5,16.2,0
SHP102529,2024-05-03,WH-GWL,Gwalior,ST-009,Vidisha,761.5,834.6,Medium Truck,40496.88,44606.96,28.4,37.8,0
SHP101497,30-11-2024,WH-GWL,Gwalior,ST-008,Burhanpur,654.9,,Mini Truck,15023.85,15794.79,23.2,26.2,0
SHP100867,22/12/2024,WH-JBP,JABALPUR,ST-007,Indore,733.5,478.8,Medium Truck,44975.74,46642.38,27.3,34.2,0
SHP107243,27/07/2024,WH-IND,Indore,ST-038,Dewas,463.7,211.8,LCV,17838.17,19624.04,18.2,26.0,0
SHP104980,07-12-2024,WH-IND,Indore,ST-029,Bhopal,403.8,471.2,Mini Truck,9599.25,10256.82,17.3,23.8,0
SHP104485,02-11-2024,WH-IND,Indore,ST-034,satna,350.7,449.8,Mini Truck,9364.42,10024.74,16.3,25.8,0
SHP107995,25/06/2024,WH-GWL,Gwalior,ST-039,Indore,306.1,718.9,LCV,13318.97,13590.99,14.4,20.7,0
SHP107167,27-06-2024,WH-BPL,Bhopal,ST-021,Ratlam,346.9,293.8,LCV,13499.57,13986.49,15.2,17.1,0
SHP100403,09/10/2024,WH-GWL,Gwalior,ST-004,Jabalpur,661.9,223.1,Mini Truck,14835.34,16121.49,25.1,23.7,1
SHP104296,2025-01-25,WH-IND,Indore,ST-019,jabalpur,227.7,322.0,LCV,8053.66,8174.33,12.7,18.2,0
SHP105603,15/06/2024,WH-JBP,Jabalpur,ST-032,mandsaur,84.7,860.5,Medium Truck,5095.63,5169.57,5.5,4.7,1
SHP101401,25-08-2024,WH-JBP,Jabalpur,ST-035,Rewa,393.4,423.3,Mini Truck,9033.39,9453.11,16.0,24.1,0
SHP100099,16-04-2024,WH-IND,Indore,ST-005,Indore,401.7,569.1,LCV,14537.19,15739.71,17.8,23.9,0
SHP105450,16-06-2024,WH-BPL,Bhopal,ST-002,Ratlam,458.4,260.1,LCV,18540.62,19214.33,16.4,16.5,1
SHP104385,04-10-2024,WH-GWL,Gwalior,ST-004,jabalpur,612.7,693.9,LCV,23639.73,26227.16,22.4,29.0,0
SHP103811,12/11/2024,WH-IND,Indore,ST-028,Ujjain,194.2,88.0,LCV,6967.36,7429.54,9.7,10.7,0
SHP106657,2024-04-19,WH-JBP,Jabalpur,ST-036,Satna,453.5,322.0,Medium Truck,30020.2,30436.28,17.6,14.4,1
SHP104470,11/08/2024,WH-JBP,Jabalpur,ST-030,Sagar,487.9,1491.0,LCV,20652.51,21192.29,18.4,22.4,0
SHP105205,05/06/2024,WH-BPL,Bhopal,ST-022,Bhopal,478.6,596.0,Medium Truck,27179.44,29396.75,19.2,28.5,0
SHP106430,06/06/2024,WH-GWL,Gwalior,ST-037,Gwalior,299.8,151.2,LCV,9823.66,10761.1,13.8,12.0,1
SHP107212,12-07-2024,WH-JBP,Jabalpur,ST-008,Burhanpur,613.1,580.2,Medium Truck,38790.25,39587.12,23.2,36.3,0
SHP101935,13-06-2024,WH-JBP,JABALPUR,ST-030,sagar,520.1,1072.0,LCV,18660.2,20606.25,18.3,25.2,0
SHP101498,28-11-2024,WH-GWL,Gwalior,ST-022,Bhopal,751.2,279.5,LCV,31070.57,32043.49,28.7,24.0,1
SHP100245,10/04/2024,WH-GWL,Gwalior,ST-006,Burhanpur,647.6,,LCV,22759.15,25035.1,26.2,36.6,0
SHP100459,22/06/2024,WH-GWL,Gwalior,ST-031,Jabalpur,493.6,240.1,LCV,20883.53,21280.57,20.9,30.4,0
SHP105961,2024-06-25,WH-GWL,Gwalior,ST-009,Vidisha,786.2,209.8,Mini Truck,20520.55,22138.02,28.4,34.5,0
SHP100197,19-01-2025,WH-GWL,Gwalior,ST-009,vidisha,693.8,448.1,LCV,23235.34,25330.68,27.5,23.1,1
SHP104690,2024-07-06,WH-JBP,Jabalpur,ST-032,Mandsaur,81.6,266.3,Medium Truck,4922.54,5438.37,5.0,6.8,0
SHP105596,07/01/2025,WH-BPL,Bhopal,ST-024,Vidisha,221.6,311.5,LCV,8562.56,8623.73,11.8,12.1,1
SHP100265,09-10-2024,WH-GWL,Gwalior,ST-035,Rewa,444.4,176.3,Medium Truck,24506.65,25600.51,18.6,28.5,0
SHP100934,15-04-2024,WH-GWL,Gwalior,ST-028,ujjain,603.4,775.4,LCV,22997.31,23206.62,21.7,22.5,1
SHP107985,01/10/2024,WH-IND,Indore,ST-008,Burhanpur,105.4,346.3,Medium Truck,5545.42,5938.14,7.0,7.4,0
SHP105787,2024-11-04,WH-JBP,Jabalpur,ST-013,Khandwa,202.7,336.1,LCV,7163.89,7673.86,9.9,8.4,1
SHP107064,12/04/2024,WH-BPL,BHOPAL,ST-035,Rewa,67.4,377.8,Medium Truck,4455.69,4638.52,4.5,5.9,0
SHP105041,2024-05-28,WH-IND,Indore,ST-007,Indore,330.0,401.0,Medium Truck,17671.55,19027.57,14.7,18.5,0
SHP104410,21-04-2024,WH-JBP,Jabalpur,ST-021,Ratlam,210.9,500.0,Mini Truck,5685.23,5796.78,10.9,9.6,1
SHP108177,01-06-2024,WH-BPL,Bhopal,ST-011,Bhopal,216.5,300.5,Mini Truck,5755.73,6044.71,12.3,13.4,0
SHP100879,15-04-2024,WH-BPL,Bhopal,ST-005,Indore,184.5,853.0,LCV,8428.78,8440.42,8.9,8.9,1
SHP108232,08/12/2024,WH-JBP,Jabalpur,ST-010,Khandwa,417.9,702.9,LCV,15191.67,15664.73,15.8,17.4,0
SHP106644,25/09/2024,WH-JBP,JABALPUR,ST-008,Burhanpur,671.7,530.3,Medium Truck,42485.23,46622.22,25.6,39.4,0
SHP106012,2024-08-16,WH-IND,Indore,ST-011,Bhopal,377.1,915.2,Medium Truck,25486.7,25853.35,16.6,15.0,1
SHP101011,11-05-2024,WH-BPL,Bhopal,ST-020,Ratlam,282.9,676.2,Mini Truck,6333.85,6940.36,11.4,10.5,1
SHP101748,2024-05-12,WH-JBP,Jabalpur,ST-023,vidisha,688.0,252.0,Mini Truck,16841.67,16972.08,26.5,41.9,0
SHP102647,14-09-2024,WH-GWL,Gwalior,ST-014,Bhopal,274.6,412.9,Medium Truck,18715.18,19523.91,14.1,21.1,0
SHP104370,21-11-2024,WH-JBP,Jabalpur,ST-013,Khandwa,199.7,714.1,LCV,6764.96,7194.22,9.8,10.2,1
SHP100808,30/10/2024,WH-GWL,Gwalior,ST-030,Sagar,207.7,284.5,Medium Truck,13451.35,13558.22,11.0,13.8,0
SHP100724,2024-10-06,WH-GWL,Gwalior,ST-009,Vidisha,734.0,542.0,LCV,27528.24,,25.4,22.7,1
SHP105404,02/01/2025,WH-IND,Indore,ST-040,Gwalior,724.2,105.7,Mini Truck,17558.47,19062.23,27.8,24.2,1
SHP101632,17/08/2024,WH-BPL,Bhopal,ST-016,Chhindwara,174.9,282.7,Medium Truck,11245.01,11761.09,8.1,12.2,0
SHP106398,2024-09-18,WH-IND,Indore,ST-005,Indore,408.1,778.8,LCV,14931.77,15629.66,18.4,20.9,0
SHP105689,24/05/2024,WH-IND,Indore,ST-018,Satna,453.1,387.6,LCV,19114.62,19144.4,19.1,17.4,1
SHP108100,12-04-2024,WH-JBP,Jabalpur,ST-003,Jabalpur,725.3,538.2,Mini Truck,16116.38,16616.01,24.8,38.5,0
SHP102424,2024-11-12,WH-BPL,Bhopal,ST-032,Mandsaur,372.6,373.2,Medium Truck,20259.13,21960.54,15.4,16.5,0
SHP106423,08-11-2024,WH-BPL,Bhopal,ST-027,Chhindwara,420.9,312.6,LCV,14146.15,15281.51,17.9,17.7,1
SHP100038,17-06-2024,WH-GWL,Gwalior,ST-008,Burhanpur,683.4,231.4,LCV,26525.34,27751.77,25.7,34.7,0
SHP102602,21/08/2024,WH-JBP,Jabalpur,ST-036,Satna,477.2,498.9,LCV,16673.41,17797.48,19.8,16.8,1
SHP103851,2024-04-25,WH-GWL,Gwalior,ST-014,bhopal,264.3,360.5,LCV,9140.91,9497.55,12.4,16.7,0
SHP100083,15/10/2024,WH-JBP,Jabalpur,ST-039,Indore,352.5,262.9,Medium Truck,23096.56,23393.0,13.3,11.6,1
SHP101554,2024-11-26,WH-JBP,Jabalpur,ST-024,Vidisha,384.2,504.6,Medium Truck,25891.5,26595.37,16.8,26.7,0
SHP105625,21/10/2024,WH-BPL,Bhopal,ST-025,Mandsaur,420.2,774.7,Medium Truck,24309.88,26872.72,17.0,18.1,0
SHP100830,28-11-2024,WH-BPL,Bhopal,ST-007,Indore,407.3,936.7,LCV,14377.72,15705.46,15.9,22.5,0
SHP104581,27/07/2024,WH-IND,Indore,ST-015,Jabalpur,631.4,188.0,LCV,21765.02,22696.99,23.3,27.9,0
SHP102716,2024-10-18,WH-JBP,Jabalpur,ST-034,Satna,585.9,252.3,Medium Truck,31180.72,32418.11,20.9,17.9,1
SHP104923,07/12/2024,WH-JBP,Jabalpur,ST-013,Khandwa,226.1,101.2,LCV,7825.7,8374.19,9.4,13.5,0
SHP101391,2024-12-10,WH-GWL,Gwalior,ST-017,khandwa,741.8,271.8,Medium Truck,44712.94,46124.83,25.9,28.5,0
