shipment_id,order_date,warehouse_id,warehouse_city,store_id,store_city,distance_km,weight_kg,transport_mode,planned_cost_inr,actual_cost_inr,cost_per_km,promised_delivery_hrs,actual_delivery_hrs,on_time_flag
SHP106430,2024-06-06,WH-GWL,Gwalior,ST-037,Gwalior,299.8,151.2,LCV,9823.66,10761.1,35.89,13.8,12.0,1
SHP107212,2024-07-12,WH-JBP,Jabalpur,ST-008,Burhanpur,613.1,580.2,Medium Truck,38790.25,39587.12,64.57,23.2,36.3,0
SHP101935,2024-06-13,WH-JBP,Jabalpur,ST-030,Sagar,520.1,1072.0,LCV,18660.2,20606.25,39.62,18.3,25.2,0
SHP101498,2024-11-28,WH-GWL,Gwalior,ST-022,Bhopal,751.2,279.5,LCV,31070.57,32043.49,42.66,28.7,24.0,1
SHP100245,2024-04-10,WH-GWL,Gwalior,ST-006,Burhanpur,647.6,360.25,LCV,22759.15,25035.1,38.66,26.2,36.6,0
SHP100459,2024-06-22,WH-GWL,Gwalior,ST-031,Jabalpur,493.6,240.1,LCV,20883.53,21280.57,43.11,20.9,30.4,0
SHP105961,2024-06-25,WH-GWL,Gwalior,ST-009,Vidisha,786.2,209.8,Mini Truck,20520.55,22138.02,28.16,28.4,34.5,0
SHP100197,2025-01-19,WH-GWL,Gwalior,ST-009,Vidisha,693.8,448.1,LCV,23235.34,25330.68,36.51,27.5,23.1,1
SHP104690,2024-07-06,WH-JBP,Jabalpur,ST-032,Mandsaur,81.6,266.3,Medium Truck,4922.54,5438.37,66.65,5.0,6.8,0
SHP105596,2025-01-07,WH-BPL,Bhopal,ST-024,Vidisha,221.6,311.5,LCV,8562.56,8623.73,38.92,11.8,12.1,1
SHP100265,2024-10-09,WH-GWL,Gwalior,ST-035,Rewa,444.4,176.3,Medium Truck,24506.65,25600.51,57.61,18.6,28.5,0
SHP107985,2024-10-01,WH-IND,Indore,ST-008,Burhanpur,105.4,346.3,Medium Truck,5545.42,5938.14,56.34,7.0,7.4,0
SHP105787,2024-11-04,WH-JBP,Jabalpur,ST-013,Khandwa,202.7,336.1,LCV,7163.89,7673.86,37.86,9.9,8.4,1
SHP107064,2024-04-12,WH-BPL,Bhopal,ST-035,Rewa,67.4,377.8,Medium Truck,4455.69,4638.52,68.82,4.5,5.9,0
SHP105041,2024-05-28,WH-IND,Indore,ST-007,Indore,330.0,401.0,Medium Truck,17671.55,19027.57,57.66,14.7,18.5,0
SHP104410,2024-04-21,WH-JBP,Jabalpur,ST-021,Ratlam,210.9,500.0,Mini Truck,5685.23,5796.78,27.49,10.9,9.6,1
SHP108177,2024-06-01,WH-BPL,Bhopal,ST-011,Bhopal,216.5,300.5,Mini Truck,5755.73,6044.71,27.92,12.3,13.4,0
SHP100879,2024-04-15,WH-BPL,Bhopal,ST-005,Indore,184.5,853.0,LCV,8428.78,8440.42,45.75,8.9,8.9,1
SHP108232,2024-12-08,WH-JBP,Jabalpur,ST-010,Khandwa,417.9,702.9,LCV,15191.67,15664.73,37.48,15.8,17.4,0
SHP106644,2024-09-25,WH-JBP,Jabalpur,ST-008,Burhanpur,671.7,530.3,Medium Truck,42485.23,46622.22,69.41,25.6,39.4,0
SHP106012,2024-08-16,WH-IND,Indore,ST-011,Bhopal,377.1,915.2,Medium Truck,25486.7,25853.35,68.56,16.6,15.0,1
SHP101011,2024-05-11,WH-BPL,Bhopal,ST-020,Ratlam,282.9,676.2,Mini Truck,6333.85,6940.36,24.53,11.4,10.5,1
SHP101748,2024-05-12,WH-JBP,Jabalpur,ST-023,Vidisha,688.0,252.0,Mini Truck,16841.67,16972.08,24.67,26.5,41.9,0
SHP102647,2024-09-14,WH-GWL,Gwalior,ST-014,Bhopal,274.6,412.9,Medium Truck,18715.18,19523.91,71.1,14.1,21.1,0
SHP104370,2024-11-21,WH-JBP,Jabalpur,ST-013,Khandwa,199.7,714.1,LCV,6764.96,7194.22,36.03,9.8,10.2,1
SHP100808,2024-10-30,WH-GWL,Gwalior,ST-030,Sagar,207.7,284.5,Medium Truck,13451.35,13558.22,65.28,11.0,13.8,0
SHP100724,2024-10-06,WH-GWL,Gwalior,ST-009,Vidisha,734.0,542.0,LCV,27528.24,15369.285,20.94,25.4,22.7,1
SHP105404,2025-01-02,WH-IND,Indore,ST-040,Gwalior,724.2,105.7,Mini Truck,17558.47,19062.23,26.32,27.8,24.2,1
SHP101632,2024-08-17,WH-BPL,Bhopal,ST-016,Chhindwara,174.9,282.7,Medium Truck,11245.01,11761.09,67.24,8.1,12.2,0
SHP106398,2024-09-18,WH-IND,Indore,ST-005,Indore,408.1,778.8,LCV,14931.77,15629.66,38.3,18.4,20.9,0
SHP105689,2024-05-24,WH-IND,Indore,ST-018,Satna,453.1,387.6,LCV,19114.62,19144.4,42.25,19.1,17.4,1
SHP108100,2024-04-12,WH-JBP,Jabalpur,ST-003,Jabalpur,725.3,538.2,Mini Truck,16116.38,16616.01,22.91,24.8,38.5,0
SHP102424,2024-11-12,WH-BPL,Bhopal,ST-032,Mandsaur,372.6,373.2,Medium Truck,20259.13,21960.54,58.94,15.4,16.5,0
SHP106423,2024-11-08,WH-BPL,Bhopal,ST-027,Chhindwara,420.9,312.6,LCV,14146.15,15281.51,36.31,17.9,17.7,1
SHP100038,2024-06-17,WH-GWL,Gwalior,ST-008,Burhanpur,683.4,231.4,LCV,26525.34,27751.77,40.61,25.7,34.7,0
SHP102602,2024-08-21,WH-JBP,Jabalpur,ST-036,Satna,477.2,498.9,LCV,16673.41,17797.48,37.3,19.8,16.8,1
SHP103851,2024-04-25,WH-GWL,Gwalior,ST-014,Bhopal,264.3,360.5,LCV,9140.91,9497.55,35.93,12.4,16.7,0
SHP100083,2024-10-15,WH-JBP,Jabalpur,ST-039,Indore,352.5,262.9,Medium Truck,23096.56,23393.0,66.36,13.3,11.6,1
SHP101554,2024-11-26,WH-JBP,Jabalpur,ST-024,Vidisha,384.2,504.6,Medium Truck,25891.5,26595.37,69.22,16.8,26.7,0
SHP105625,2024-10-21,WH-BPL,Bhopal,ST-025,Mandsaur,420.2,774.7,Medium Truck,24309.88,26872.72,63.95,17.0,18.1,0
SHP100830,2024-11-28,WH-BPL,Bhopal,ST-007,Indore,407.3,936.7,LCV,14377.72,15705.46,38.56,15.9,22.5,0
SHP104581,2024-07-27,WH-IND,Indore,ST-015,Jabalpur,631.4,188.0,LCV,21765.02,22696.99,35.95,23.3,27.9,0
SHP102716,2024-10-18,WH-JBP,Jabalpur,ST-034,Satna,585.9,252.3,Medium Truck,31180.72,32418.11,55.33,20.9,17.9,1
SHP104923,2024-12-07,WH-JBP,Jabalpur,ST-013,Khandwa,226.1,101.2,LCV,7825.7,8374.19,37.04,9.4,13.5,0
SHP101391,2024-12-10,WH-GWL,Gwalior,ST-017,Khandwa,741.8,271.8,Medium Truck,44712.94,46124.83,62.18,25.9,28.5,0
SHP104207,2024-12-11,WH-IND,Indore,ST-003,Jabalpur,283.6,854.1,Medium Truck,19399.93,19687.36,69.42,13.5,13.6,1
SHP101427,2024-08-20,WH-JBP,Jabalpur,ST-033,Indore,735.6,160.4,Medium Truck,50171.1,23662.739999999998,32.17,27.9,34.1,0
SHP104558,2024-05-26,WH-GWL,Gwalior,ST-007,Indore,445.9,301.1,Mini Truck,11580.28,12206.83,27.38,17.6,15.7,1
SHP100272,2024-06-21,WH-IND,Indore,ST-016,Chhindwara,318.9,309.1,Medium Truck,20803.43,21367.71,67.0,15.0,13.7,1
SHP106420,2024-10-02,WH-BPL,Bhopal,ST-005,Indore,180.0,203.9,Mini Truck,3973.17,4150.67,23.06,11.0,14.7,0
SHP102026,2024-11-17,WH-GWL,Gwalior,ST-039,Indore,331.8,337.8,Medium Truck,23827.07,23859.94,71.91,13.8,20.5,0
SHP103526,2024-09-18,WH-JBP,Jabalpur,ST-004,Jabalpur,421.9,279.0,LCV,15213.67,16092.15,38.14,17.9,28.5,0
SHP101074,2024-10-17,WH-IND,Indore,ST-006,Burhanpur,301.6,46.5,Medium Truck,20037.03,20613.62,68.35,13.4,21.0,0
SHP106223,2024-09-16,WH-BPL,Bhopal,ST-022,Bhopal,427.5,237.6,Medium Truck,26384.81,26906.19,62.94,18.6,22.0,0
SHP102496,2024-09-28,WH-JBP,Jabalpur,ST-021,Ratlam,207.1,210.9,Mini Truck,5081.95,5446.33,26.3,11.9,14.9,0
SHP101959,2024-09-05,WH-BPL,Bhopal,ST-004,Jabalpur,186.7,173.2,Medium Truck,9783.94,10545.33,56.48,8.7,8.1,1
SHP101225,2024-09-07,WH-IND,Indore,ST-040,Gwalior,706.4,452.0,Medium Truck,45449.31,50300.7,71.21,28.0,26.9,1
SHP106259,2024-10-20,WH-IND,Indore,ST-004,Jabalpur,220.0,515.3,LCV,8090.58,8414.45,38.25,10.7,10.6,1
SHP102724,2024-10-12,WH-IND,Indore,ST-002,Ratlam,252.8,764.7,Medium Truck,13861.57,13983.44,55.31,11.6,11.0,1
SHP102640,2024-08-05,WH-IND,Indore,ST-007,Indore,317.7,301.1,Mini Truck,7194.34,7918.98,24.93,14.1,17.0,0
SHP100633,2024-08-25,WH-BPL,Bhopal,ST-001,Gwalior,446.5,302.8,Mini Truck,9940.65,10908.92,24.43,17.5,18.9,0
SHP101781,2024-07-18,WH-GWL,Gwalior,ST-014,Bhopal,264.8,71.1,Medium Truck,15324.97,16927.03,63.92,10.6,15.6,0
SHP106511,2024-04-01,WH-IND,Indore,ST-027,Chhindwara,555.7,75.8,Mini Truck,14641.98,14689.16,26.43,20.3,25.5,0
SHP104527,2024-08-04,WH-JBP,Jabalpur,ST-013,Khandwa,223.5,219.9,Mini Truck,5227.39,5419.59,24.25,12.9,16.7,0
SHP101265,2024-05-03,WH-JBP,Jabalpur,ST-026,Satna,468.5,420.9,Medium Truck,28471.22,30661.85,65.45,18.7,29.4,0
SHP103899,2024-05-14,WH-IND,Indore,ST-016,Chhindwara,303.5,462.5,Medium Truck,19928.2,21886.8,72.11,14.4,21.9,0
SHP107194,2025-01-14,WH-GWL,Gwalior,ST-019,Jabalpur,468.0,538.7,LCV,18647.75,19950.16,42.63,20.6,30.4,0
SHP106236,2024-06-07,WH-BPL,Bhopal,ST-033,Indore,365.4,438.5,Mini Truck,8099.86,8559.61,23.43,14.6,12.7,1
SHP105715,2024-11-01,WH-BPL,Bhopal,ST-014,Bhopal,275.1,1308.1,Medium Truck,15817.97,17470.65,63.51,13.5,17.1,0
SHP103258,2024-08-12,WH-GWL,Gwalior,ST-034,Satna,279.7,87.8,LCV,10100.53,10697.95,38.25,11.0,15.3,0
SHP101429,2024-08-01,WH-GWL,Gwalior,ST-004,Jabalpur,604.1,594.4,Medium Truck,40621.16,43282.84,71.65,22.6,33.0,0
SHP101288,2024-06-21,WH-BPL,Bhopal,ST-004,Jabalpur,201.2,508.4,Mini Truck,5264.59,5762.5,28.64,8.4,7.9,1
SHP100292,2025-01-09,WH-IND,Indore,ST-017,Khandwa,175.0,619.1,Mini Truck,4125.5,4492.65,25.67,10.5,11.3,0
SHP103916,2024-09-11,WH-IND,Indore,ST-005,Indore,395.2,748.6,Medium Truck,23472.03,25451.26,64.4,17.8,19.2,0
SHP106846,2024-08-27,WH-GWL,Gwalior,ST-007,Indore,405.2,423.2,LCV,15659.91,16443.66,40.58,18.4,25.9,0
SHP107691,2024-08-15,WH-BPL,Bhopal,ST-037,Gwalior,392.7,452.3,LCV,17118.48,17520.02,44.61,15.1,17.9,0
SHP103437,2025-01-05,WH-BPL,Bhopal,ST-037,Gwalior,404.7,368.8,Medium Truck,20665.72,22519.71,55.65,16.0,21.8,0
SHP106854,2024-06-19,WH-IND,Indore,ST-003,Jabalpur,295.8,1086.4,Medium Truck,15815.65,17107.8,57.84,13.2,11.5,1
SHP103074,2024-09-02,WH-JBP,Jabalpur,ST-032,Mandsaur,77.6,253.9,Medium Truck,4926.3,5140.29,66.24,5.0,6.1,0
SHP100409,2024-07-16,WH-IND,Indore,ST-019,Jabalpur,218.3,219.0,LCV,8910.28,9364.72,42.9,11.3,14.2,0
SHP104614,2024-04-15,WH-GWL,Gwalior,ST-028,Ujjain,562.2,239.8,Medium Truck,34465.38,37959.05,67.52,22.4,27.3,0
SHP105748,2025-01-21,WH-GWL,Gwalior,ST-013,Khandwa,308.1,470.5,Medium Truck,17511.07,17768.32,57.67,12.1,19.3,0
SHP101651,2024-07-31,WH-JBP,Jabalpur,ST-011,Bhopal,379.6,319.4,Mini Truck,8471.18,8980.04,23.66,15.0,12.6,1
SHP105289,2024-09-12,WH-IND,Indore,ST-020,Ratlam,191.4,446.6,LCV,7558.09,8196.75,42.83,9.4,10.2,0
SHP106384,2024-10-20,WH-GWL,Gwalior,ST-038,Dewas,718.8,210.7,LCV,29424.61,32222.06,44.83,25.3,26.2,1
SHP105026,2024-10-20,WH-GWL,Gwalior,ST-001,Gwalior,846.7,262.6,Medium Truck,54752.24,57172.49,67.52,30.9,40.2,0
SHP106243,2024-04-28,WH-IND,Indore,ST-039,Indore,251.0,360.25,LCV,9636.82,10426.93,41.54,11.1,12.2,0
SHP104192,2024-12-24,WH-IND,Indore,ST-015,Jabalpur,586.7,443.2,Medium Truck,40091.74,41356.91,70.49,20.4,30.1,0
SHP103954,2024-10-18,WH-JBP,Jabalpur,ST-025,Mandsaur,680.2,467.1,LCV,24603.76,25578.26,37.6,24.8,34.8,0
SHP105070,2024-06-28,WH-JBP,Jabalpur,ST-026,Satna,441.8,428.6,Mini Truck,10843.31,11314.24,25.61,18.6,28.0,0
SHP108157,2024-04-21,WH-JBP,Jabalpur,ST-009,Vidisha,523.7,551.3,LCV,17378.99,18818.52,35.93,18.6,21.2,0
SHP106754,2025-01-03,WH-BPL,Bhopal,ST-030,Sagar,284.4,85.0,Mini Truck,8038.4,8386.55,29.49,13.8,11.9,1
SHP100675,2024-12-06,WH-GWL,Gwalior,ST-007,Indore,431.8,78.9,Medium Truck,25147.76,26133.22,60.52,18.7,29.2,0
SHP107226,2025-01-14,WH-GWL,Gwalior,ST-022,Bhopal,820.8,469.2,LCV,29173.71,30957.88,37.72,28.0,40.0,0
SHP103286,2024-08-14,WH-IND,Indore,ST-040,Gwalior,637.6,104.6,Mini Truck,15340.67,15615.47,24.49,22.8,32.9,0
SHP101524,2025-01-04,WH-BPL,Bhopal,ST-020,Ratlam,258.8,881.5,LCV,9868.96,10580.81,40.88,12.4,13.1,0
SHP103445,2025-01-05,WH-GWL,Gwalior,ST-025,Mandsaur,808.4,328.1,Mini Truck,20824.72,22413.12,27.73,29.8,47.6,0
SHP108245,2024-04-29,WH-BPL,Bhopal,ST-021,Ratlam,307.9,167.9,Mini Truck,7901.6,8142.35,26.44,12.2,14.2,0
SHP104807,2024-10-01,WH-BPL,Bhopal,ST-002,Ratlam,430.8,261.5,LCV,16100.69,17545.64,40.73,19.3,18.9,1
SHP101452,2024-11-17,WH-BPL,Bhopal,ST-031,Jabalpur,81.9,292.6,LCV,3460.36,3553.51,43.39,8.4,8.9,0
SHP103071,2024-10-27,WH-IND,Indore,ST-028,Ujjain,189.4,256.3,Medium Truck,12915.19,12953.56,68.39,8.3,11.4,0
SHP106556,2024-06-26,WH-JBP,Jabalpur,ST-005,Indore,193.5,303.9,Medium Truck,13701.77,13805.81,71.35,10.5,10.6,1
SHP101036,2024-06-03,WH-JBP,Jabalpur,ST-009,Vidisha,528.1,360.6,Medium Truck,29968.79,32879.95,62.26,20.8,21.1,1
SHP103469,2024-11-10,WH-BPL,Bhopal,ST-004,Jabalpur,192.6,417.7,Medium Truck,10089.18,10648.34,55.29,9.6,9.8,1
SHP104403,2024-12-22,WH-GWL,Gwalior,ST-019,Jabalpur,507.7,155.4,LCV,18646.58,19154.25,37.73,20.5,16.7,1
SHP106535,2024-04-04,WH-GWL,Gwalior,ST-011,Bhopal,194.9,83.2,Mini Truck,4462.43,4583.81,23.52,11.0,14.3,0
SHP102743,2024-09-10,WH-IND,Indore,ST-026,Satna,352.8,398.6,Medium Truck,22645.83,24730.04,70.1,13.4,21.1,0
SHP101640,2024-05-27,WH-JBP,Jabalpur,ST-001,Gwalior,616.2,728.4,Medium Truck,37669.62,39373.89,63.9,23.9,38.1,0
SHP105479,2024-09-30,WH-BPL,Bhopal,ST-027,Chhindwara,385.2,214.9,Mini Truck,9769.16,10755.66,27.92,17.9,17.2,1
SHP106699,2024-10-16,WH-IND,Indore,ST-039,Indore,259.0,526.6,LCV,10783.28,11871.97,45.84,12.9,18.3,0
SHP108293,2024-06-19,WH-BPL,Bhopal,ST-018,Satna,237.2,301.1,Mini Truck,6639.02,6732.25,28.38,12.0,15.2,0
SHP108170,2024-12-11,WH-IND,Indore,ST-030,Sagar,359.6,641.0,Medium Truck,20027.04,20745.8,57.69,13.3,13.0,1
SHP102518,2024-05-17,WH-BPL,Bhopal,ST-009,Vidisha,335.5,447.4,LCV,13529.4,13617.18,40.59,16.1,17.2,0
SHP104912,2025-01-10,WH-GWL,Gwalior,ST-031,Jabalpur,462.1,82.0,Medium Truck,27743.02,29113.09,63.0,19.3,24.5,0
SHP102301,2025-01-07,WH-JBP,Jabalpur,ST-012,Chhindwara,601.2,468.4,Mini Truck,12763.85,13937.92,23.18,23.2,23.7,1
SHP107541,2024-09-27,WH-JBP,Jabalpur,ST-007,Indore,645.8,430.2,Mini Truck,17026.38,18530.62,28.69,22.3,19.5,1
SHP101659,2024-04-20,WH-BPL,Bhopal,ST-023,Vidisha,415.2,359.5,Medium Truck,25475.57,27179.67,65.46,15.1,15.4,1
SHP102073,2024-09-17,WH-GWL,Gwalior,ST-027,Chhindwara,533.7,379.0,Medium Truck,36971.05,37597.5,70.45,20.1,29.9,0
SHP107936,2025-01-11,WH-JBP,Jabalpur,ST-022,Bhopal,822.6,399.6,Medium Truck,50812.86,54206.71,65.9,30.5,39.6,0
SHP106132,2024-10-09,WH-JBP,Jabalpur,ST-022,Bhopal,808.3,121.1,Mini Truck,21280.09,22074.54,27.31,28.6,26.6,1
SHP105164,2024-09-10,WH-IND,Indore,ST-040,Gwalior,623.1,817.4,Medium Truck,37873.18,39284.99,63.05,25.1,31.2,0
SHP102961,2024-11-20,WH-IND,Indore,ST-026,Satna,348.9,452.6,Medium Truck,18690.45,19904.88,57.05,14.8,16.0,0
SHP107703,2024-12-10,WH-GWL,Gwalior,ST-017,Khandwa,734.1,173.6,Medium Truck,39808.82,41535.52,56.58,28.1,43.6,0
SHP106938,2025-01-07,WH-BPL,Bhopal,ST-021,Ratlam,325.0,175.7,LCV,11125.33,12095.46,37.22,13.9,19.4,0
SHP102478,2024-09-21,WH-JBP,Jabalpur,ST-014,Bhopal,208.6,411.3,LCV,9154.62,9494.97,45.52,8.9,7.9,1
SHP103162,2024-04-23,WH-JBP,Jabalpur,ST-040,Gwalior,381.0,350.6,LCV,13833.19,14511.54,38.09,14.7,20.1,0
SHP105031,2024-07-05,WH-IND,Indore,ST-013,Khandwa,359.3,533.1,LCV,13206.31,14475.32,40.29,14.2,15.6,0
SHP100031,2024-10-07,WH-JBP,Jabalpur,ST-039,Indore,398.2,249.9,Medium Truck,25968.47,27363.45,68.72,15.8,18.1,0
SHP106949,2024-07-29,WH-IND,Indore,ST-001,Gwalior,306.7,471.2,Mini Truck,8772.49,9020.71,29.41,12.2,12.0,1
SHP100705,2024-12-22,WH-JBP,Jabalpur,ST-004,Jabalpur,411.9,344.5,LCV,13709.82,15054.07,36.55,17.6,20.6,0
SHP107427,2025-01-11,WH-GWL,Gwalior,ST-032,Mandsaur,477.5,366.7,Mini Truck,13342.8,14107.03,29.54,17.9,19.7,0
SHP104151,2024-11-26,WH-JBP,Jabalpur,ST-018,Satna,293.7,278.8,LCV,12162.64,13277.35,45.21,14.2,21.6,0
SHP107340,2024-10-24,WH-GWL,Gwalior,ST-016,Chhindwara,558.3,369.5,LCV,22575.89,22796.6,40.83,20.5,26.4,0
SHP103415,2024-05-13,WH-JBP,Jabalpur,ST-003,Jabalpur,802.0,455.8,Medium Truck,47070.48,48033.56,59.89,30.0,45.6,0
SHP107228,2024-06-10,WH-BPL,Bhopal,ST-026,Satna,232.7,301.7,Mini Truck,5537.93,5769.36,24.79,9.8,14.0,0
SHP102297,2024-08-13,WH-BPL,Bhopal,ST-024,Vidisha,208.8,183.8,Medium Truck,11067.84,11979.79,57.37,9.0,12.4,0
SHP106616,2024-08-06,WH-IND,Indore,ST-026,Satna,335.3,327.4,Mini Truck,8387.07,8630.32,25.74,14.7,22.3,0
SHP107591,2024-08-17,WH-GWL,Gwalior,ST-014,Bhopal,265.5,246.5,Medium Truck,16315.95,17679.43,66.59,11.3,17.2,0
SHP106493,2025-01-16,WH-GWL,Gwalior,ST-024,Vidisha,675.0,86.5,Mini Truck,18205.53,19524.64,28.93,24.5,24.4,1
SHP100661,2024-11-20,WH-JBP,Jabalpur,ST-002,Ratlam,707.6,650.5,LCV,28740.98,28815.7,40.72,27.6,37.5,0
SHP103798,2024-10-05,WH-GWL,Gwalior,ST-032,Mandsaur,424.0,205.8,Medium Truck,26954.63,29650.6,69.93,17.6,19.8,0
SHP100588,2024-10-19,WH-IND,Indore,ST-034,Satna,347.7,213.7,LCV,13499.06,14909.3,42.88,13.6,20.2,0
SHP100703,2024-11-10,WH-JBP,Jabalpur,ST-037,Gwalior,664.5,212.3,LCV,26521.07,27383.19,41.21,24.3,36.5,0
SHP100122,2024-05-01,WH-GWL,Gwalior,ST-031,Jabalpur,473.8,350.5,Mini Truck,13296.58,13381.32,28.24,18.0,18.5,1
SHP103640,2024-12-01,WH-BPL,Bhopal,ST-037,Gwalior,402.3,233.2,LCV,14190.87,15369.285,38.2,14.7,20.5,0
SHP108273,2024-12-03,WH-IND,Indore,ST-039,Indore,235.4,283.7,LCV,9071.1,9591.27,40.74,12.6,15.7,0
SHP102463,2024-11-17,WH-GWL,Gwalior,ST-004,Jabalpur,646.3,80.6,Medium Truck,40871.41,42977.58,66.5,23.1,18.9,1
SHP107174,2025-01-15,WH-IND,Indore,ST-009,Vidisha,238.1,593.0,Medium Truck,14198.42,14657.6,61.56,12.2,10.3,1
SHP103866,2024-09-01,WH-IND,Indore,ST-027,Chhindwara,564.8,272.4,Mini Truck,13721.92,14506.76,25.68,20.4,28.6,0
SHP102094,2024-07-29,WH-JBP,Jabalpur,ST-019,Jabalpur,585.2,40.4,Medium Truck,30911.22,34004.79,58.11,21.1,29.9,0
SHP106960,2024-04-05,WH-BPL,Bhopal,ST-023,Vidisha,401.7,1068.8,LCV,16874.37,17702.91,44.07,16.2,16.1,1
SHP107025,2025-01-22,WH-IND,Indore,ST-035,Rewa,147.1,1214.5,LCV,5817.38,6008.48,40.85,7.6,9.9,0
SHP107592,2024-06-14,WH-IND,Indore,ST-032,Mandsaur,569.9,554.6,LCV,23938.46,25957.28,45.55,23.0,20.4,1
SHP104349,2024-09-09,WH-BPL,Bhopal,ST-008,Burhanpur,308.7,501.2,Medium Truck,18464.51,20433.88,66.19,12.2,16.8,0
SHP107376,2024-04-07,WH-BPL,Bhopal,ST-001,Gwalior,444.1,323.5,Mini Truck,12955.86,12965.79,29.2,18.7,25.6,0
SHP106150,2024-11-06,WH-BPL,Bhopal,ST-004,Jabalpur,203.5,262.3,Medium Truck,12394.91,13176.77,64.75,12.0,12.5,1
SHP106731,2024-08-06,WH-BPL,Bhopal,ST-026,Satna,240.4,458.0,Mini Truck,5887.45,5913.08,24.6,9.9,13.5,0
SHP106796,2024-05-03,WH-IND,Indore,ST-025,Mandsaur,218.8,186.8,Mini Truck,5579.73,5704.07,26.07,11.3,16.6,0
SHP102519,2024-11-02,WH-JBP,Jabalpur,ST-030,Sagar,470.4,282.3,LCV,17638.5,18439.37,39.2,18.4,20.8,0
SHP101797,2024-05-18,WH-GWL,Gwalior,ST-039,Indore,304.5,70.0,Mini Truck,8013.7,8191.93,26.9,12.5,15.4,0
SHP100945,2025-01-13,WH-GWL,Gwalior,ST-021,Ratlam,274.9,445.4,LCV,10438.51,11499.1,41.83,11.3,13.5,0
SHP102714,2025-01-11,WH-IND,Indore,ST-013,Khandwa,378.9,507.4,LCV,12696.25,13969.91,36.87,15.3,17.0,0
SHP100499,2024-10-11,WH-BPL,Bhopal,ST-023,Vidisha,372.1,175.4,Medium Truck,25130.62,25583.86,68.76,16.5,22.1,0
SHP100384,2024-08-02,WH-JBP,Jabalpur,ST-018,Satna,278.4,858.2,LCV,10247.3,10574.83,37.98,13.0,15.2,0
SHP107876,2024-07-26,WH-JBP,Jabalpur,ST-036,Satna,471.8,370.3,Mini Truck,10892.99,12057.39,25.56,19.2,19.8,1
SHP108045,2024-05-16,WH-IND,Indore,ST-014,Bhopal,480.3,211.9,Mini Truck,12834.2,14082.53,29.32,20.0,19.2,1
SHP107621,2024-08-07,WH-GWL,Gwalior,ST-011,Bhopal,200.9,300.1,LCV,7276.84,7999.22,39.82,9.8,13.6,0
SHP106934,2024-06-22,WH-BPL,Bhopal,ST-027,Chhindwara,416.5,407.0,Mini Truck,11273.61,11573.47,27.79,18.9,23.6,0
SHP108135,2024-07-31,WH-IND,Indore,ST-011,Bhopal,380.5,186.6,Medium Truck,21567.01,23506.59,61.78,14.7,21.4,0
SHP107357,2024-06-18,WH-BPL,Bhopal,ST-017,Khandwa,297.2,204.1,Mini Truck,7406.77,8077.09,27.18,12.9,13.5,1
SHP102050,2024-05-23,WH-GWL,Gwalior,ST-032,Mandsaur,470.3,671.9,Mini Truck,11038.22,11965.63,25.44,16.9,19.8,0
SHP103590,2025-01-02,WH-IND,Indore,ST-039,Indore,257.2,43.3,Mini Truck,5851.09,6413.43,24.94,12.4,16.1,0
SHP100806,2024-04-07,WH-GWL,Gwalior,ST-038,Dewas,666.0,139.0,Medium Truck,39916.36,40506.31,60.82,24.4,37.7,0
SHP105327,2024-08-12,WH-GWL,Gwalior,ST-027,Chhindwara,558.5,769.9,Medium Truck,29421.45,31010.95,55.53,21.0,31.6,0
SHP104134,2024-10-31,WH-JBP,Jabalpur,ST-010,Khandwa,421.6,264.9,Mini Truck,11844.88,11850.62,28.11,18.1,20.6,0
SHP104265,2024-06-05,WH-IND,Indore,ST-028,Ujjain,203.8,920.9,Medium Truck,13233.2,13483.09,66.16,11.7,10.5,1
SHP104542,2024-11-29,WH-GWL,Gwalior,ST-024,Vidisha,638.7,55.6,Medium Truck,45937.03,45967.27,71.97,22.7,35.5,0
SHP101164,2024-06-29,WH-BPL,Bhopal,ST-032,Mandsaur,361.4,236.4,Mini Truck,9188.16,9501.98,26.29,15.6,15.6,1
SHP101516,2024-08-18,WH-GWL,Gwalior,ST-024,Vidisha,656.9,1086.6,Medium Truck,41553.63,43963.86,66.93,26.4,39.6,0
SHP102604,2024-11-03,WH-GWL,Gwalior,ST-024,Vidisha,619.8,629.9,Mini Truck,14563.84,15195.5,24.52,24.8,22.3,1
SHP100224,2024-09-02,WH-JBP,Jabalpur,ST-018,Satna,285.6,222.6,LCV,12116.24,12738.5,44.6,12.8,12.5,1
SHP102582,2024-04-30,WH-BPL,Bhopal,ST-027,Chhindwara,408.2,934.5,LCV,15732.33,15862.34,38.86,14.9,15.8,0
SHP107715,2025-01-14,WH-IND,Indore,ST-002,Ratlam,231.7,692.6,Medium Truck,13015.64,13448.67,58.04,10.7,12.1,0
SHP102610,2024-09-14,WH-IND,Indore,ST-010,Khandwa,505.8,1332.1,Medium Truck,27898.61,28772.43,56.88,19.5,27.2,0
SHP103486,2024-04-01,WH-JBP,Jabalpur,ST-020,Ratlam,497.2,280.1,LCV,19770.75,20267.89,40.76,20.9,32.6,0
SHP105297,2024-08-15,WH-JBP,Jabalpur,ST-021,Ratlam,213.5,33.5,Medium Truck,12708.42,13962.63,65.4,11.9,12.7,0
